c.dogalize,p.system,p.android.chrome,p.android.gm,p.android.packageinstaller,mwra
0.11438635367091675,-1.0269119634690744,1.5535819590242765,1.1227615649156657,-0.382006420811211,0.0
0.5445247102831774,-0.6694747930931871,-0.45409987436494254,-1.2102829938823052,1.0921771996073601,0.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.3249383289202582,1.7753951401883625,0.10666574555723768,0.14844851055832872,-0.5071418381788034,0.0
-0.5058954923140612,1.8819490204189917,-0.1052893466454594,0.8275695866682824,-0.8165680134011873,1.0
-0.20225664788562145,-0.39384040177787116,1.822423206873925,1.5661945448722505,-0.643235297083815,1.0
1.1355282379229574,-1.1830298559417822,0.05925754598388812,-1.9529228885167023,1.0256305384328754,0.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.34291007719233907,-0.6381651788422765,-0.6924727018206234,-0.32465042848709164,1.7092563591414704,1.0
0.10886661158459494,1.3193903819360797,-0.4987670821958568,1.2886105146829845,-2.675521497264179,1.0
-1.8151571902082286,0.12251473679540484,0.8874100990955912,0.6763407633616846,0.6385661184356849,1.0
1.5964455437713854,-0.9042215956430923,-0.6101939912570159,-2.437619687219138,-0.2685100099309205,0.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,0.0
0.5313054038125468,0.27916523600877713,-0.6322040590370862,-0.853574296058373,0.8078352561773526,0.0
-1.1774108729961812,-1.2051146363584673,1.2748212571798803,1.5649632623704919,-1.9557599522761524,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.5535273789336981,-1.8655414982126302,0.3669333611101124,0.9838793954511091,-1.249834422448947,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.7308326114625543,-1.0557711643698442,1.108270682409497,1.3304513284167458,-1.2377584296225967,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
0.6271029398904687,1.4051068202423136,0.6632473776290422,0.8976273084707678,0.3436889366020223,1.0
1.9601268312114928,0.42162866633442153,-3.525489492789552,-1.7259452228735133,0.8572458226472031,1.0
-0.3046978569367568,-1.5344074047378604,0.01538066188937616,0.14838305268567453,-0.5128261078239896,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.5365490596472773,-1.0226330153075678,2.2706815053998244,1.0019014757973947,-1.240309125343887,1.0
1.3798638192288502,-0.31083594374474677,-1.4149504168216798,-1.1004054522202578,1.36743681754043,0.0
0.31100027680384495,0.9518556287367127,-1.2961070669738208,0.029080982811043266,-0.15009814308579955,1.0
-0.40075850562520554,-0.9977649563411424,1.6843753777460535,2.062950566823801,-1.4264968057448926,1.0
-1.1885954745841243,1.6731530027058574,-0.4250784767976758,0.46891520166383294,-1.0303821124705386,1.0
0.8833814196719914,-0.22282081110937085,0.7496535394814774,0.24122073557165352,0.6035027332523444,0.0
1.5026021488357837,-0.914557160646253,-1.988692369061765,-0.14885494068275565,0.7616944679611329,0.0
0.7804574211139026,-1.7177014704520623,-0.40994676617870307,-1.1159645363565134,2.2156421030834514,0.0
-1.9648254007067916,1.1136567625256064,0.003150262806516541,0.5932809332589288,-1.2982702354124365,1.0
1.648537581683366,-1.3870295737101508,-1.093411843071284,-0.6674305915552488,-0.11988068461203713,0.0
0.7227044568823181,-1.9245536046391278,-0.5518236174040372,-2.34934755139011,1.482423925546513,0.0
0.06262209489258452,1.208595959494476,0.6077043943452763,1.2331938725127745,-2.1378787091545632,0.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-1.4372482439761276,-0.23982667202717534,1.4018947752310673,1.3510851956883934,-1.156456939070139,1.0
-1.115493285489586,0.3045544028342423,-0.4542255701402952,-0.83854204624861,0.700078667412355,1.0
0.7059912434612284,-0.0986920695391633,-0.0286746827651125,-0.7638200939830874,1.8157834444618661,0.0
1.0156982775129573,-0.5172302350564022,0.06270434934226132,-1.0324121214868918,0.6566768291916864,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.4447613019303474,1.8102930706419493,-1.4262265719560645,0.08096368293418346,-1.3338755334829164,1.0
0.8894569270930716,-1.2833579700548812,1.2925180709723043,-2.4927060034647015,0.1188811442590208,0.0
-0.8887955589737707,-2.0294264562164455,1.870173126984444,-0.28737170652530714,-0.8549900107327173,0.0
-1.4438958515317417,1.1123538635589583,-0.7868851366719352,1.0538500666531692,-1.5445853030413026,1.0
-0.70824201178026,1.168773641387866,-0.5457347601782792,-0.349836251111163,-0.9012161772710625,1.0
-1.022246803096231,1.6152694752354353,0.48201835597422865,1.8812016453998115,-2.395127460420116,1.0
0.5777412684524872,0.40690241889583945,-1.1134672666160965,0.6801587568604283,0.5201591652243372,0.0
-0.2508171240295202,-0.15740035229524277,0.9294199960743998,1.4715934334291978,-0.029385488400495312,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-1.504899162175833,-1.1736462612171426,1.0045612526477294,0.4273100191865696,-1.0847471936564015,1.0
-0.013618420704019887,-0.01016292957409843,0.045263931450621915,-0.8940986073431214,2.107369333816896,0.0
-1.5345924988322643,1.773309012991739,0.10582102938789488,0.9134967113936491,-0.7189879649594156,1.0
0.07182794335587027,0.3829468958572705,-0.811184886448199,0.48826556959507017,0.061446273886735306,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
1.800101468893723,-0.5243695140928467,-0.6687852378568439,-1.3315532461992465,-0.4818237761517667,0.0
-1.3725756460316092,0.7234496313839577,-0.8750952437862766,0.478133924685268,-1.07730627631765,1.0
-0.32290173964237096,-1.9867851961717746,1.3680028663957369,0.7542144298473402,0.12850693427471788,1.0
0.9787401810372325,0.4799304668052919,0.1544296074366144,-0.7929357632443153,0.42319783587594684,1.0
-0.04386436445000119,1.7847873660623168,-1.1651775844605012,-0.62123034000433,1.2955039629487515,0.0
-0.704037964179154,1.2896293161666732,0.4556059840237135,1.818193638530048,-2.319574235237973,0.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
0.6842756234055697,-1.1081942662557809,-1.3568499785716137,0.34415572301489894,1.8355643512950632,1.0
-0.11874944730856318,1.2742780726357208,-0.28362099159310794,-0.5460760374559861,-0.07447437497599725,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
0.47978957651443843,0.4375412060076416,-1.197171916280257,-0.023832046091908386,-1.0678003907811493,1.0
-0.3641994432953524,-1.1067021725191664,0.1552637215370008,0.406113525635099,-0.6336250854225272,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
-2.2681213647195198,-1.5000540279590915,-0.33298869092533795,1.1645046357370028,-1.7954951439036013,1.0
1.2355045440927666,0.5328207048392397,-1.2830746441049397,-0.6308706372963322,1.290249397324445,0.0
1.4901127170586164,1.7289677885582748,2.1513342139030396,2.3432587827819096,-1.7178461023146654,1.0
-1.802306281702896,0.5478344182776853,-0.7274164185833485,-0.2946322972169276,-0.5948442615772652,1.0
0.4816989392448682,-0.06246640899811313,1.5567081939202916,2.1295995226085944,-1.9402792937003555,1.0
1.056982929679542,-0.2954105954437903,-1.7612257633164288,-1.0171627227027928,-0.02977764374610639,0.0
-1.4699121062793075,-1.465082377812096,1.7673089866823195,1.0097356846990746,-1.0227978872215153,1.0
0.1304253092592608,1.0078563469702715,-0.5471559851423228,0.8707702483028797,-1.192463956062784,1.0
-0.7095336461333714,1.2580937252189837,-1.2577076111031473,0.22301758176241326,0.22723746978897347,1.0
0.07493335290016143,-0.005468059594733276,-0.6571989421126853,0.23381624202549725,0.3967130871079087,1.0
-0.01358154007320807,-0.05153939973841372,-0.04025468509635586,0.02625574078241143,-0.02468742417639538,1.0
0.1206001329527239,0.1396128785353392,-0.3319678667835538,-1.3958717525655981,0.08235551012971647,0.0
1.9852103106546,-1.8572753088027216,0.09333778753856216,-0.9188417934433133,0.8013740619480431,0.0
1.1080510030138533,-0.8246736952845658,-0.9892589146376364,-0.291677567374069,1.9496562505914032,0.0
